record_id,user_id,food_id,recipe_id,restaurant_id,mood,emotion,weather,season,disease_context,calorie_target,recommended_at,score,reason,status
rec_0000767,user_00140,food_000164,recipe_000028,,Social,bored,Seasonal,Eid,,1429.0,2026-07-27T05:15:57.949605+00:00,0.33,Phone former full finish boy speech run full former professional.,served
rec_0000768,user_00016,food_000341,recipe_000163,restaurant_00088,Peaceful,relieved,Thunderstorm,Citrus Season,,2313.0,2026-07-27T05:15:57.949622+00:00,0.91,Them discuss ground father finally herself doctor spring bad writer.,bookmarked
rec_0000769,user_00104,food_000190,recipe_000031,,Spicy,curious,Cool,Back to School,,1894.0,2026-07-27T05:15:57.949639+00:00,0.5,End have something network phone kitchen apply challenge kind car degree hard be even finally.,recommended
rec_0000770,user_00164,food_000111,,restaurant_00097,Comforting,romantic,Thunderstorm,Summer Vacation,,1533.0,2026-07-27T05:15:57.949656+00:00,0.531,Occur theory bad physical expert team war present foot million off soon onto term.,recommended
rec_0000771,user_00189,food_000103,,,Happy,bored,Warm,Summer,,2454.0,2026-07-27T05:15:57.949672+00:00,0.553,Other especially strategy population its start piece film religious interesting six mean year.,recommended
rec_0000772,user_00102,food_000292,recipe_000092,restaurant_00145,Comforting,inspired,Thunderstorm,Navratri,,1425.0,2026-07-27T05:15:57.949688+00:00,0.329,Size great forward table challenge surface treatment so improve across spring service.,skipped
rec_0000773,user_00181,food_000113,recipe_000081,,Sweet,satisfied,Misty,Valentine,,1686.0,2026-07-27T05:15:57.949704+00:00,0.361,President out positive security hair later together.,skipped
rec_0000774,user_00048,food_000498,recipe_000084,,Festive,relaxed,Cold,Ramadan,,2154.0,2026-07-27T05:15:57.949719+00:00,0.879,Perform cultural several major win discover perhaps middle few decision member adult very experience society.,skipped
rec_0000775,user_00117,food_000329,,,Cozy,melancholic,Foggy,Summer,,2279.0,2026-07-27T05:15:57.949736+00:00,0.512,Trial walk once good education carry citizen financial middle resource world.,served
rec_0000776,user_00048,food_000317,recipe_000012,restaurant_00057,Happy,anxious,Humid,Warm Weather,,1649.0,2026-07-27T05:15:57.949751+00:00,0.311,Than base behind finally relationship respond environmental rock wish among purpose Democrat kind before sound.,skipped
rec_0000777,user_00093,food_000327,recipe_000080,restaurant_00172,Social,tired,Snowy,Festive,,2156.0,2026-07-27T05:15:57.949769+00:00,0.323,Subject structure school almost store fill tree parent health compare deep.,bookmarked
rec_0000778,user_00146,food_000202,recipe_000143,,Motivated,pensive,Thunderstorm,Citrus Season,,2072.0,2026-07-27T05:15:57.949785+00:00,0.437,Paper TV serve southern environment mission really order society well item push.,served
rec_0000779,user_00140,food_000240,recipe_000055,restaurant_00169,Nostalgic,energetic,Monsoon,Christmas,,1449.0,2026-07-27T05:15:57.949802+00:00,0.335,Eat character wait letter medical smile thing kid car.,recommended
rec_0000780,user_00130,food_000080,,,Sunny,playful,Festive,Diwali,,1854.0,2026-07-27T05:15:57.949817+00:00,0.598,Security step plan lay environment husband window require continue respond never center.,served
rec_0000781,user_00175,food_000496,recipe_000080,,Cozy,grateful,Humid,Eid,,1433.0,2026-07-27T05:15:57.949834+00:00,0.665,Until enter both white skin several local avoid.,bookmarked
rec_0000782,user_00149,food_000093,,restaurant_00043,Sweet,optimistic,Humid,Christmas,,1699.0,2026-07-27T05:15:57.949852+00:00,0.445,Water top rest official central music lead central recognize candidate director.,skipped
rec_0000783,user_00084,food_000230,recipe_000041,,Nostalgic,focused,Thunderstorm,Cold Weather,,1739.0,2026-07-27T05:15:57.949868+00:00,0.627,Their score beat baby stock cup once resource point get black in cost thought scientist.,served
rec_0000784,user_00187,food_000350,,,Calm,content,Foggy,Thanksgiving,,1615.0,2026-07-27T05:15:57.949885+00:00,0.332,Interesting lot her student off summer claim majority sell idea player watch too stage mother.,served
rec_0000785,user_00077,food_000307,recipe_000099,,Energized,playful,Heatwave,Christmas,Liver Health,2524.0,2026-07-27T05:15:57.949901+00:00,0.566,Safe nice need product very responsibility decade.,recommended
rec_0000786,user_00158,food_000496,,restaurant_00155,Festive,determined,Sunny,New Year,,2137.0,2026-07-27T05:15:57.949918+00:00,0.358,Agent major different community enter group spend management white year size decide.,recommended
rec_0000787,user_00160,food_000363,,restaurant_00059,Nostalgic,content,Rainy,Cold Weather,,1866.0,2026-07-27T05:15:57.949934+00:00,0.78,Material item several girl after foot challenge why seven picture million recognize head conference.,skipped
rec_0000788,user_00026,food_000279,,,Sunny,inspired,Dry,Valentine,,2599.0,2026-07-27T05:15:57.949950+00:00,0.347,Leave art hundred office him but should few style garden other may one some court.,skipped
rec_0000789,user_00166,food_000427,recipe_000053,,Happy,tired,Stormy,Citrus Season,,2528.0,2026-07-27T05:15:57.949968+00:00,0.857,Bit it process authority eat usually dog others specific economic cause firm line debate onto.,served
rec_0000790,user_00199,food_000345,recipe_000041,restaurant_00008,Relaxed,playful,Dry,Autumn,,2151.0,2026-07-27T05:15:57.949984+00:00,0.424,Support must clear agent write film economy listen old idea present teacher.,served
rec_0000791,user_00161,food_000079,,,Adventurous,bored,Cloudy,Harvest,,2208.0,2026-07-27T05:15:57.949999+00:00,0.74,Current officer medical ask live real wait among state owner give.,skipped
rec_0000792,user_00174,food_000035,,,Spicy,hopeful,Cloudy,Festive,,1775.0,2026-07-27T05:15:57.950015+00:00,0.469,Similar stop spend necessary majority safe hear ground husband central.,recommended
rec_0000793,user_00124,food_000096,,,Savory,stressed,Festive,Winter,,1901.0,2026-07-27T05:15:57.950032+00:00,0.367,Successful rest room only themselves partner movement information major different four opportunity country.,recommended
rec_0000794,user_00125,food_000326,,restaurant_00179,Comfort,joyful,Sunny,Autumn,,1562.0,2026-07-27T05:15:57.950049+00:00,0.956,Collection cell seat left less military that experience.,recommended
rec_0000795,user_00088,food_000432,recipe_000055,restaurant_00045,Nostalgic,mellow,Cool,Summer Vacation,,1847.0,2026-07-27T05:15:57.950065+00:00,0.841,Born long bill reduce coach create arrive sea.,recommended
rec_0000796,user_00030,food_000191,recipe_000081,,Happy,adventurous,Thunderstorm,Berry Season,Asthma,1519.0,2026-07-27T05:15:57.950082+00:00,0.92,Fact capital nearly assume provide cost century amount movie color between air talk look person answer.,recommended
rec_0000797,user_00003,food_000069,recipe_000137,restaurant_00009,Festive,melancholic,Rainy,Berry Season,,2464.0,2026-07-27T05:15:57.950100+00:00,0.307,Town yourself reality every father movement drug how term what expect wonder add health.,skipped
rec_0000798,user_00073,food_000322,recipe_000165,,Social,hopeful,Windy,Christmas,,1425.0,2026-07-27T05:15:57.950116+00:00,0.317,Health body go person painting city major field inside account should history moment.,skipped
rec_0000799,user_00046,food_000136,recipe_000140,,Comforting,hopeful,Breezy,Christmas,Heart Disease,1487.0,2026-07-27T05:15:57.950135+00:00,0.91,Possible push answer life knowledge entire see floor pull interview term draw number.,served
rec_0000800,user_00057,food_000058,,,Comforting,relieved,Cool,Festive,,1840.0,2026-07-27T05:15:57.950154+00:00,0.416,Beat and send want chance will feel agree south consider.,recommended
rec_0000801,user_00127,food_000348,,restaurant_00022,Sunny,serene,Heatwave,Autumn,Thyroid,2359.0,2026-07-27T05:15:57.950171+00:00,0.848,Fact process shake man cup imagine whole.,recommended
rec_0000802,user_00189,food_000070,recipe_000002,,Romantic,relaxed,Dry,Summer Vacation,,1925.0,2026-07-27T05:15:57.950187+00:00,0.82,Ahead response back among smile impact central there indicate yet continue size.,recommended
rec_0000803,user_00114,food_000120,recipe_000044,,Savory,inspired,Cool,Summer,,2092.0,2026-07-27T05:15:57.950207+00:00,0.444,Response interview science phone heavy exactly fall.,served
rec_0000804,user_00073,food_000485,recipe_000093,restaurant_00020,Savory,grateful,Foggy,Summer,Anemia,1456.0,2026-07-27T05:15:57.950223+00:00,0.609,Hot cultural worker national fast simply section test.,bookmarked
rec_0000805,user_00001,food_000271,,,Spicy,adventurous,Thunderstorm,Ramadan,,1876.0,2026-07-27T05:15:57.950239+00:00,0.839,Within specific interest particular author about story develop finish politics trade sea.,bookmarked
rec_0000806,user_00112,food_000232,recipe_000013,restaurant_00144,Calm,joyful,Breezy,Christmas,,2002.0,2026-07-27T05:15:57.950256+00:00,0.873,Bed plant probably course expert agent line pull boy.,bookmarked
rec_0000807,user_00131,food_000119,,restaurant_00002,Relaxed,optimistic,Humid,Back to School,Lactose Intolerance,2306.0,2026-07-27T05:15:57.950273+00:00,0.467,Either choice finish tend tree many involve another.,skipped
rec_0000808,user_00141,food_000096,recipe_000031,restaurant_00141,Calm,anxious,Sunny,Eid,Kidney Disease,1722.0,2026-07-27T05:15:57.950290+00:00,0.344,Above approach since will rather opportunity control easy.,skipped
rec_0000809,user_00066,food_000015,recipe_000051,restaurant_00137,Comfort,excited,Festive,Berry Season,Diabetes,1766.0,2026-07-27T05:15:57.950307+00:00,0.509,Media world market employee oil fact fire store skill.,recommended
rec_0000810,user_00081,food_000033,,,Festive,mellow,Monsoon,Summer,,2343.0,2026-07-27T05:15:57.950322+00:00,0.334,Reveal fast family education help start answer still why interview dream executive follow.,recommended
rec_0000811,user_00070,food_000277,,restaurant_00113,Sweet,confident,Heatwave,Cold Weather,,1799.0,2026-07-27T05:15:57.950338+00:00,0.735,Get guy series movement score clearly short effort.,served
rec_0000812,user_00042,food_000458,recipe_000066,restaurant_00115,Savory,joyful,Cool,Citrus Season,,1564.0,2026-07-27T05:15:57.950353+00:00,0.949,Me main thus their wide have school heart possible stuff step gun final hospital.,served
rec_0000813,user_00148,food_000032,recipe_000026,restaurant_00071,Cheerful,focused,Thunderstorm,Ramadan,,2223.0,2026-07-27T05:15:57.950370+00:00,0.621,Dark benefit list yard very side thus figure unit value baby.,recommended
rec_0000814,user_00019,food_000300,recipe_000034,,Sunny,relieved,Sunny,Autumn,,2563.0,2026-07-27T05:15:57.950386+00:00,0.406,Charge worker back own choice computer within include meet dream recently make else fall risk.,served
rec_0000815,user_00116,food_000217,,,Happy,mellow,Breezy,Spring,Heart Disease,1821.0,2026-07-27T05:15:57.950403+00:00,0.683,Perform doctor action him year back money serious often fire might fear.,bookmarked
rec_0000816,user_00181,food_000180,recipe_000079,,Focused,serene,Breezy,Monsoon,,1788.0,2026-07-27T05:15:57.950419+00:00,0.803,Month city walk rock court child let food apply the example employee.,served
rec_0000817,user_00159,food_000470,,restaurant_00177,Focused,lonely,Foggy,Summer Vacation,,2371.0,2026-07-27T05:15:57.950434+00:00,0.841,Shoulder hour security paper fear guy away finish.,bookmarked
rec_0000818,user_00182,food_000258,recipe_000118,restaurant_00159,Savory,determined,Dry,Harvest,,2095.0,2026-07-27T05:15:57.950450+00:00,0.783,Practice record act pass purpose off heart modern star.,served
rec_0000819,user_00042,food_000359,recipe_000008,restaurant_00157,Calm,inspired,Heatwave,Christmas,,1800.0,2026-07-27T05:15:57.950467+00:00,0.793,Ask language million realize police staff line federal easy might price now.,bookmarked
rec_0000820,user_00197,food_000197,,,Adventurous,curious,Breezy,New Year,,1876.0,2026-07-27T05:15:57.950483+00:00,0.52,Expert believe enjoy weight poor again focus budget free task beat understand activity no onto.,recommended
rec_0000821,user_00174,food_000178,,,Relaxed,lonely,Seasonal,Thanksgiving,,2229.0,2026-07-27T05:15:57.950498+00:00,0.415,Woman though style no six fine many mission decision son enter recently tough again.,skipped
rec_0000822,user_00122,food_000128,,restaurant_00058,Calm,mellow,Cool,Winter,,1723.0,2026-07-27T05:15:57.950515+00:00,0.339,Economic production huge when wide paper finally ready month experience attorney fly past beat up others.,served
rec_0000823,user_00106,food_000218,,,Energized,calm,Foggy,Monsoon,Thyroid,1801.0,2026-07-27T05:15:57.950532+00:00,0.476,Evening agree describe statement region exactly style office series this out reach pattern on these.,bookmarked
rec_0000824,user_00046,food_000498,recipe_000055,,Peaceful,lonely,Thunderstorm,Festive,,1799.0,2026-07-27T05:15:57.950549+00:00,0.551,Scene surface country large loss about difficult these bed.,served
rec_0000825,user_00073,food_000142,,,Romantic,relieved,Cool,Harvest,,1994.0,2026-07-27T05:15:57.950563+00:00,0.944,Tax from protect boy likely wife before.,served
rec_0000826,user_00020,food_000054,recipe_000068,restaurant_00068,Nostalgic,inspired,Warm,Ramadan,,1741.0,2026-07-27T05:15:57.950579+00:00,0.828,Later pay wide continue traditional capital where employee too.,served
rec_0000827,user_00162,food_000284,recipe_000077,,Nostalgic,playful,Stormy,Summer Vacation,Anemia,1552.0,2026-07-27T05:15:57.950597+00:00,0.411,Understand land debate rest arm yourself memory believe feel capital.,served
rec_0000828,user_00032,food_000466,recipe_000193,,Savory,hopeful,Foggy,Christmas,,2426.0,2026-07-27T05:15:57.950613+00:00,0.984,By voice enough every dinner thing stage knowledge mean this.,skipped
rec_0000829,user_00065,food_000226,recipe_000083,,Savory,tired,Heatwave,Ramadan,,2567.0,2026-07-27T05:15:57.950629+00:00,0.86,Husband trial enjoy old poor offer tonight single future large style student cost beautiful huge.,bookmarked
rec_0000830,user_00062,food_000438,,,Romantic,content,Cold,Citrus Season,Arthritis,1851.0,2026-07-27T05:15:57.950645+00:00,0.891,Message door travel blood miss couple follow animal movement whether form fish her begin.,recommended
rec_0000831,user_00146,food_000091,recipe_000061,,Motivated,satisfied,Seasonal,Festive,,1802.0,2026-07-27T05:15:57.950661+00:00,0.988,Unit simply include bad stock any program little positive.,served
rec_0000832,user_00186,food_000258,,,Nostalgic,determined,Stormy,Ramadan,,2186.0,2026-07-27T05:15:57.950676+00:00,0.948,Reflect home no knowledge successful so war bank central political design white give benefit.,bookmarked
rec_0000833,user_00053,food_000382,,restaurant_00019,Festive,romantic,Thunderstorm,Winter,,2197.0,2026-07-27T05:15:57.950692+00:00,0.379,While product win wait what guy often involve policy plant almost high dinner size pattern.,served
rec_0000834,user_00097,food_000415,recipe_000161,,Motivated,adventurous,Festive,Autumn,,1701.0,2026-07-27T05:15:57.950708+00:00,0.851,Gun order Republican child available more discussion deep interview site black field grow usually continue.,served
rec_0000835,user_00133,food_000468,recipe_000180,restaurant_00099,Cheerful,joyful,Thunderstorm,Summer,,1945.0,2026-07-27T05:15:57.950725+00:00,0.602,Send let change north interesting water ahead form beautiful over.,bookmarked
rec_0000836,user_00149,food_000005,,restaurant_00082,Comfort,anxious,Dry,Summer,,1403.0,2026-07-27T05:15:57.950740+00:00,0.928,Cost science yard environment picture write explain enough store world mission.,served
rec_0000837,user_00048,food_000467,recipe_000043,restaurant_00159,Spicy,confident,Heatwave,New Year,,1631.0,2026-07-27T05:15:57.950756+00:00,0.939,Detail plan blood suffer oil heart above friend perhaps east research responsibility sense plant company they.,served
rec_0000838,user_00142,food_000201,recipe_000068,restaurant_00158,Spicy,adventurous,Snowy,Eid,Asthma,2209.0,2026-07-27T05:15:57.950773+00:00,0.826,Home blood moment behavior executive style school plant use.,recommended
rec_0000839,user_00130,food_000449,,,Energized,romantic,Cloudy,Diwali,Liver Health,1952.0,2026-07-27T05:15:57.950790+00:00,0.394,Chair thank government movement writer themselves analysis pretty know marriage although culture ready TV.,recommended
rec_0000840,user_00004,food_000329,recipe_000126,,Spicy,confident,Cloudy,Eid,,1747.0,2026-07-27T05:15:57.950806+00:00,0.658,Discuss want hot huge attention seven couple nearly language with century as become must.,bookmarked
rec_0000841,user_00190,food_000307,recipe_000154,,Cheerful,curious,Monsoon,Thanksgiving,,2403.0,2026-07-27T05:15:57.950823+00:00,0.785,Ever audience season local animal likely capital college star.,skipped
rec_0000842,user_00152,food_000118,,,Happy,inspired,Monsoon,Berry Season,,1827.0,2026-07-27T05:15:57.950838+00:00,0.569,Speech girl whose house item number hard describe cover.,recommended
rec_0000843,user_00005,food_000241,,restaurant_00011,Comforting,inspired,Dry,Berry Season,,2496.0,2026-07-27T05:15:57.950855+00:00,0.371,Defense produce shake reach heavy laugh color sometimes kid tell teach deep decision production store describe.,served
rec_0000844,user_00198,food_000144,recipe_000059,restaurant_00061,Cheerful,pensive,Thunderstorm,Winter,,2486.0,2026-07-27T05:15:57.950871+00:00,0.545,Nearly blood strategy available can memory difference plan near yourself billion body week.,recommended
rec_0000845,user_00159,food_000324,recipe_000109,restaurant_00159,Cozy,bored,Cold,Diwali,,2204.0,2026-07-27T05:15:57.950888+00:00,0.312,Evidence she class describe top all water onto bed must out.,recommended
rec_0000846,user_00084,food_000433,,,Energized,excited,Heatwave,Diwali,Heart Disease,1680.0,2026-07-27T05:15:57.950903+00:00,0.562,Series difference effect art arrive born office involve military drug right character home compare participant become.,bookmarked
rec_0000847,user_00027,food_000270,,restaurant_00072,Comforting,inspired,Cool,Spring,,1879.0,2026-07-27T05:15:57.950919+00:00,0.522,Great line participant she scene Mr single per as magazine.,bookmarked
rec_0000848,user_00062,food_000173,,,Calm,optimistic,Breezy,Warm Weather,,2315.0,2026-07-27T05:15:57.950935+00:00,0.799,Child meeting individual market price concern product open low room could possible space first participant enough.,recommended
rec_0000849,user_00175,food_000475,,restaurant_00118,Calm,optimistic,Foggy,Cold Weather,,2122.0,2026-07-27T05:15:57.950952+00:00,0.802,Appear run easy heavy knowledge card easy order air large follow top boy power community.,skipped
rec_0000850,user_00085,food_000039,,restaurant_00191,Spicy,satisfied,Cool,Thanksgiving,,1505.0,2026-07-27T05:15:57.950970+00:00,0.357,Lose despite part anyone list rate go.,recommended
rec_0000851,user_00084,food_000396,,,Happy,inspired,Humid,Berry Season,,2276.0,2026-07-27T05:15:57.950986+00:00,0.526,Send friend agency put television home relate open read one.,skipped
rec_0000852,user_00054,food_000403,recipe_000128,,Sweet,inspired,Festive,Spring,Liver Health,1858.0,2026-07-27T05:15:57.951002+00:00,0.759,In I relate adult suddenly assume keep capital.,bookmarked
rec_0000853,user_00069,food_000020,recipe_000016,restaurant_00195,Relaxed,relaxed,Holiday,Summer,,1979.0,2026-07-27T05:15:57.951018+00:00,0.399,Scientist new spend view evidence clearly day.,bookmarked
rec_0000854,user_00121,food_000456,,restaurant_00140,Cheerful,excited,Dry,Berry Season,,2168.0,2026-07-27T05:15:57.951034+00:00,0.787,Win successful game sing attention social again laugh unit peace wait however.,bookmarked
rec_0000855,user_00042,food_000315,,,Adventurous,relieved,Thunderstorm,Festive,Diabetes,2446.0,2026-07-27T05:15:57.951050+00:00,0.544,Into for debate mean although onto than program statement later along production thus three.,served
rec_0000856,user_00102,food_000405,,,Cozy,excited,Cloudy,Summer Vacation,,2476.0,2026-07-27T05:15:57.951067+00:00,0.642,Open professor hand project sometimes air gas.,recommended
rec_0000857,user_00037,food_000267,,,Comforting,tired,Dry,Harvest,,1484.0,2026-07-27T05:15:57.951081+00:00,0.498,Form little since without point ago imagine color physical special natural base mission amount arm.,served
rec_0000858,user_00124,food_000044,recipe_000099,,Calm,bored,Stormy,Spring,,2165.0,2026-07-27T05:15:57.951099+00:00,0.501,Reveal officer human rest table might skill new he senior.,served
rec_0000859,user_00136,food_000333,,,Cozy,melancholic,Humid,Winter,,1807.0,2026-07-27T05:15:57.951114+00:00,0.36,Get good high color able choice mention focus very southern blue generation company half success year.,recommended
rec_0000860,user_00142,food_000277,,,Relaxed,melancholic,Holiday,New Year,,2394.0,2026-07-27T05:15:57.951131+00:00,0.8,Lay last push within price its ground others apply business.,recommended
rec_0000861,user_00128,food_000482,recipe_000119,,Cozy,relaxed,Breezy,Christmas,,2113.0,2026-07-27T05:15:57.951147+00:00,0.506,Have country team activity relationship model against food course air pattern box country community.,served
rec_0000862,user_00054,food_000129,recipe_000130,,Cheerful,pensive,Foggy,Harvest,,1627.0,2026-07-27T05:15:57.951167+00:00,0.374,Green life guy entire young miss situation control that pay defense though will same pattern.,served
rec_0000863,user_00036,food_000196,recipe_000147,,Social,nostalgic,Rainy,Cold Weather,,1677.0,2026-07-27T05:15:57.951184+00:00,0.433,Food full rock church themselves these camera.,skipped
rec_0000864,user_00049,food_000335,recipe_000022,,Relaxed,adventurous,Heatwave,Navratri,,1458.0,2026-07-27T05:15:57.951199+00:00,0.621,Experience need ago bag subject one both reality.,skipped
rec_0000865,user_00097,food_000129,,,Cozy,joyful,Misty,Back to School,,1617.0,2026-07-27T05:15:57.951215+00:00,0.521,Challenge result glass everything outside foot play too per floor child focus.,served
rec_0000866,user_00192,food_000423,,restaurant_00123,Cozy,hopeful,Windy,Thanksgiving,,2551.0,2026-07-27T05:15:57.951232+00:00,0.979,Free against test defense public mind Republican indicate onto oil series.,bookmarked
rec_0000867,user_00170,food_000070,recipe_000149,,Energized,hopeful,Holiday,Diwali,Celiac Disease,2070.0,2026-07-27T05:15:57.951248+00:00,0.869,She notice dinner rise experience hot as film yes final.,skipped
rec_0000868,user_00089,food_000086,recipe_000041,,Comforting,grateful,Festive,Harvest,,1628.0,2026-07-27T05:15:57.951264+00:00,0.411,Mrs gun action those power century push pull town far these finish.,skipped
rec_0000869,user_00138,food_000136,recipe_000197,restaurant_00022,Sweet,curious,Holiday,Diwali,,2133.0,2026-07-27T05:15:57.951281+00:00,0.957,Board scientist week democratic site over somebody.,recommended
rec_0000870,user_00174,food_000372,,restaurant_00192,Sweet,content,Warm,Christmas,,2000.0,2026-07-27T05:15:57.951297+00:00,0.989,Family memory national stand unit tax left director pressure allow.,recommended
rec_0000871,user_00065,food_000393,,,Sweet,joyful,Sunny,Valentine,Anemia,1747.0,2026-07-27T05:15:57.951324+00:00,0.509,Rise choose can side suffer expert pattern long affect try.,skipped
rec_0000872,user_00189,food_000270,,restaurant_00085,Festive,optimistic,Sunny,Summer,,2362.0,2026-07-27T05:15:57.951341+00:00,0.826,Technology try wonder husband boy really want from whose.,bookmarked
rec_0000873,user_00196,food_000024,,restaurant_00097,Motivated,melancholic,Festive,New Year,,1693.0,2026-07-27T05:15:57.951358+00:00,0.824,Among eye sit fish require to wonder half share create present.,bookmarked
rec_0000874,user_00012,food_000381,,restaurant_00008,Energized,pensive,Cool,Summer,,1466.0,2026-07-27T05:15:57.951379+00:00,0.872,Eight away adult brother yet fine trial indicate piece network often to.,recommended
rec_0000875,user_00062,food_000139,recipe_000109,,Calm,calm,Thunderstorm,Autumn,,2010.0,2026-07-27T05:15:57.951401+00:00,0.309,Inside note receive nice spend enough past accept customer wait exist.,recommended
rec_0000876,user_00151,food_000317,,restaurant_00023,Sunny,determined,Foggy,Eid,,1763.0,2026-07-27T05:15:57.951417+00:00,0.637,Management under fund who price should second news citizen place wrong hospital.,bookmarked
rec_0000877,user_00166,food_000092,recipe_000183,restaurant_00052,Adventurous,energetic,Seasonal,Christmas,,2428.0,2026-07-27T05:15:57.951435+00:00,0.534,Both apply drop possible old these collection pick top run hotel set interesting.,served
rec_0000878,user_00091,food_000349,,restaurant_00101,Peaceful,grateful,Cloudy,Eid,,2358.0,2026-07-27T05:15:57.951451+00:00,0.376,Party stop forget decade occur say eat front media plant message.,bookmarked
rec_0000879,user_00094,food_000428,recipe_000107,,Cozy,confident,Seasonal,Warm Weather,,1488.0,2026-07-27T05:15:57.951467+00:00,0.69,Eat leader town go use enough across us.,recommended
rec_0000880,user_00192,food_000123,,,Comfort,relaxed,Holiday,Eid,,2246.0,2026-07-27T05:15:57.951483+00:00,0.38,Whatever buy daughter lot nice participant kitchen ball financial light help loss traditional per.,served
rec_0000881,user_00057,food_000107,recipe_000107,restaurant_00048,Adventurous,content,Cold,Summer,,2164.0,2026-07-27T05:15:57.951501+00:00,0.572,Suffer population so foreign that sound time hotel quickly modern best standard energy church.,recommended
rec_0000882,user_00018,food_000304,,restaurant_00165,Cozy,determined,Holiday,Back to School,,2038.0,2026-07-27T05:15:57.951518+00:00,0.685,Memory save high system already term enter why story stand section back yard hour.,recommended
rec_0000883,user_00149,food_000249,recipe_000135,,Peaceful,romantic,Festive,Thanksgiving,,1574.0,2026-07-27T05:15:57.951536+00:00,0.694,Pm wait much executive value issue yeah lay choice behavior well.,skipped
rec_0000884,user_00015,food_000178,,restaurant_00067,Social,playful,Holiday,Festive,Anemia,2553.0,2026-07-27T05:15:57.951553+00:00,0.805,To western fire great and two perform.,recommended
rec_0000885,user_00065,food_000069,,restaurant_00035,Happy,adventurous,Misty,Warm Weather,,1420.0,2026-07-27T05:15:57.951568+00:00,0.376,Voice common upon heart yes trip after everyone.,recommended
rec_0000886,user_00053,food_000499,,restaurant_00147,Peaceful,mellow,Thunderstorm,New Year,,1434.0,2026-07-27T05:15:57.951583+00:00,0.877,Or top to process world Mrs tough enter leg writer laugh win guess quite.,bookmarked
rec_0000887,user_00171,food_000178,,,Cozy,pensive,Snowy,Festive,Thyroid,1786.0,2026-07-27T05:15:57.951599+00:00,0.54,Public easy somebody rule type usually world manager team send life community director win base.,recommended
rec_0000888,user_00053,food_000329,recipe_000126,,Sunny,tired,Cool,Festive,,2466.0,2026-07-27T05:15:57.951616+00:00,0.513,Hospital never music western lot follow clearly anything trip PM news notice threat various tree.,served
rec_0000889,user_00001,food_000410,,,Energized,bored,Humid,Ramadan,,1846.0,2026-07-27T05:15:57.951631+00:00,0.819,Company personal scientist through computer call despite carry often police ability think charge turn computer work.,bookmarked
rec_0000890,user_00197,food_000269,,,Sunny,bored,Warm,Monsoon,,1869.0,2026-07-27T05:15:57.951648+00:00,0.843,Cup democratic glass bit former chance home other peace entire.,recommended
rec_0000891,user_00021,food_000060,recipe_000177,restaurant_00004,Calm,satisfied,Seasonal,Winter,,2279.0,2026-07-27T05:15:57.951664+00:00,0.891,National can rock both myself clear open black.,bookmarked
rec_0000892,user_00130,food_000342,recipe_000036,restaurant_00144,Cheerful,bored,Cloudy,Autumn,Digestive Disorder,1735.0,2026-07-27T05:15:57.951682+00:00,0.647,Second listen research likely single officer identify career remain every.,served
rec_0000893,user_00120,food_000249,recipe_000008,restaurant_00054,Sunny,confident,Misty,Christmas,,2022.0,2026-07-27T05:15:57.951698+00:00,0.631,Control cause phone against site even their run economic radio piece near account difference officer.,served
rec_0000894,user_00167,food_000127,,restaurant_00084,Sweet,grateful,Foggy,Navratri,PCOS,2406.0,2026-07-27T05:15:57.951715+00:00,0.722,Kid represent wide continue until owner admit citizen reality.,skipped
rec_0000895,user_00171,food_000340,recipe_000008,restaurant_00126,Comforting,bored,Cold,Citrus Season,,1620.0,2026-07-27T05:15:57.951731+00:00,0.756,Career type from show after appear player three poor factor maybe happen.,skipped
rec_0000896,user_00182,food_000129,recipe_000033,restaurant_00115,Cheerful,confident,Breezy,Autumn,,2101.0,2026-07-27T05:15:57.951748+00:00,0.333,Process grow he set level capital court effect reach.,skipped
rec_0000897,user_00014,food_000190,recipe_000117,restaurant_00117,Relaxed,anxious,Misty,Navratri,Liver Health,1998.0,2026-07-27T05:15:57.951766+00:00,0.849,Concern level plan them teach huge level share picture strategy other stop.,served
rec_0000898,user_00129,food_000183,,restaurant_00130,Calm,grateful,Heatwave,Festive,,1551.0,2026-07-27T05:15:57.951783+00:00,0.526,Tax into question former report reality mouth policy modern arrive sister into.,bookmarked
rec_0000899,user_00151,food_000240,recipe_000106,,Relaxed,nostalgic,Misty,Summer,,2120.0,2026-07-27T05:15:57.951802+00:00,0.604,Onto return each stand brother degree soldier sign meet develop last through south production hair.,bookmarked
rec_0000900,user_00036,food_000261,recipe_000043,restaurant_00181,Sunny,calm,Holiday,Citrus Season,,1950.0,2026-07-27T05:15:57.951821+00:00,0.789,Main data like approach then important these home.,served
rec_0000901,user_00034,food_000289,,restaurant_00149,Nostalgic,bored,Foggy,Navratri,,2238.0,2026-07-27T05:15:57.951840+00:00,0.896,Miss goal after performance our position particularly sport artist step picture moment scientist hold direction serious.,served
rec_0000902,user_00185,food_000452,,restaurant_00112,Cheerful,romantic,Warm,Winter,,1469.0,2026-07-27T05:15:57.951860+00:00,0.788,Ago ten leave thing begin American determine trouble perform perhaps design challenge identify save.,served
rec_0000903,user_00179,food_000189,recipe_000185,,Motivated,grateful,Dry,Monsoon,,2555.0,2026-07-27T05:15:57.951880+00:00,0.781,Hospital such eight book together along mission sense.,bookmarked
