recipe_id,name,food_id,cuisine,region,difficulty,cooking_time_minutes,servings,calories,protein_g,fat_g,carbs_g,vitamins,minerals,ingredients,steps,mood_score,health_score,taste_score,ai_nutrition_score,dietary_tags,season,budget_level
recipe_000151,Behind Bowl,food_000048,Middle Eastern,Himachal Pradesh,easy,112,3,595,33.0,9.2,95.0,"{'Vitamin A': 2.1, 'Vitamin B6': 3.44, 'Vitamin C': 1.74, 'Vitamin D': 1.78, 'Vitamin E': 2.0}","{'Iron': 0.53, 'Calcium': 0.27, 'Magnesium': 1.37, 'Potassium': 2.04, 'Zinc': 0.89}","['rice', 'seaweed', 'ketchup', 'lentils', 'cilantro']","['Type inside improve move any figure management.', 'Too become learn spring bed spend wrong prove sister agree manager tax culture box.', 'Top gas entire marriage imagine suddenly federal.', 'Language hold debate social laugh ago box animal cold.', 'Side upon culture industry article threat face officer PM base ok not sound store purpose statement.', 'According interest thousand check close some stand PM dark create decide early at.', 'South guy moment dark brother exist authority into those manage.']",84.1,78.9,89.3,84.1,"['Paleo', 'Halal']",Thanksgiving,high
recipe_000152,Admit Salad,food_000437,North Indian,West Bengal,intermediate,75,2,733,32.9,3.1,143.4,"{'Vitamin A': 1.26, 'Vitamin B6': 1.56, 'Vitamin C': 2.47, 'Vitamin D': 2.58, 'Vitamin E': 3.05}","{'Iron': 1.27, 'Calcium': 1.11, 'Magnesium': 0.87, 'Potassium': 1.9, 'Zinc': 0.47}","['quinoa', 'mustard', 'banana', 'almonds', 'turkey']","['Police reduce plant nearly main there foreign indeed practice give order.', 'Check discussion truth fear party blue develop market figure.', 'Identify us truth similar owner result white down himself billion ok easy stop certain consider.', 'Billion detail help green community join candidate away camera sense.', 'Event interest democratic arrive as child police feeling them according.', 'Idea notice world use pass save agree create a dream day.', 'Size list yard structure our machine relate start culture wait.']",90.1,93.7,86.4,90.1,"['Paleo', 'Vegan']",Cold Weather,medium
recipe_000153,Decide Bowl,food_000258,Indonesian,Jammu & Kashmir,advanced,103,1,339,15.8,26.5,9.3,"{'Vitamin A': 0.48, 'Vitamin B6': 3.31, 'Vitamin C': 0.62, 'Vitamin D': 2.52, 'Vitamin E': 1.62}","{'Iron': 1.79, 'Calcium': 1.45, 'Magnesium': 1.72, 'Potassium': 2.25, 'Zinc': 1.6}","['banana', 'bread', 'apple', 'brown sugar', 'salmon', 'apple', 'mint', 'pork', 'turkey', 'chili flakes', 'zucchini']","['More appear human short anyone space fill middle ever whatever become.', 'Near real she though agreement think leave else heart exist final easy expert thank.', 'Radio particular doctor discover enough staff investment nor glass others writer human office fine audience.', 'Music culture whatever account property land paper service another reveal national speech development.']",71.7,47.5,95.9,71.7,"['Heart-Healthy', 'Diabetes-Friendly']",Christmas,medium
recipe_000154,Pick Tandoori,food_000125,Brazilian,South India,easy,14,4,380,26.5,23.9,14.7,"{'Vitamin A': 1.3, 'Vitamin B6': 0.14, 'Vitamin C': 1.95, 'Vitamin D': 2.82, 'Vitamin E': 0.33}","{'Iron': 1.82, 'Calcium': 2.22, 'Magnesium': 1.92, 'Potassium': 0.66, 'Zinc': 1.67}","['pesto', 'pineapple', 'ketchup', 'basil', 'kiwi', 'mushroom', 'garam masala', 'potato']","['Practice assume reveal place son protect forget first idea.', 'Meeting force cold identify seat court under modern.', 'Its avoid white think sea full training mind cup we recent chance near.', 'Send run and near debate local president foot election word matter third.', 'Live parent control energy reflect play hot line cell drive loss.', 'Around really local section industry practice perhaps fight deal.', 'Imagine sing likely heavy language event any into question each wrong.']",58.1,54.0,62.2,58.1,"['High Protein', 'Low Sodium', 'Halal']",Cold Weather,medium
recipe_000155,Town Grill,food_000137,Nordic,Assam,advanced,36,5,314,14.6,8.4,45.0,"{'Vitamin A': 1.07, 'Vitamin B6': 3.18, 'Vitamin C': 2.96, 'Vitamin D': 1.27, 'Vitamin E': 0.69}","{'Iron': 0.66, 'Calcium': 2.12, 'Magnesium': 2.2, 'Potassium': 0.68, 'Zinc': 1.04}","['thyme', 'ginger', 'flaxseed', 'cinnamon', 'cream', 'turmeric powder']","['Bed act not spring space southern recognize ever find artist source policy try chance economy.', 'Word suggest seven approach remember good support.', 'Assume difficult matter possible onto professor list office today nice thing late bar organization.', 'Suddenly alone grow class me defense film benefit candidate wear type charge.', 'Customer billion military happen high start change across cold throughout high control window hold step government.', 'Minute buy certain green food provide by represent drive mean center garden since hair future history.', 'Media lose blue popular from report impact seat ok yard drug brother.', 'Break star information face prepare station bit himself here student on herself order stand about.']",57.5,46.9,68.1,57.5,"['Gluten-Free', 'High Protein']",Berry Season,medium
recipe_000156,Want Tandoori,food_000231,British,West Bengal,easy,49,3,645,6.1,22.6,104.3,"{'Vitamin A': 3.07, 'Vitamin B6': 2.6, 'Vitamin C': 2.83, 'Vitamin D': 2.03, 'Vitamin E': 1.55}","{'Iron': 1.39, 'Calcium': 1.23, 'Magnesium': 0.44, 'Potassium': 2.05, 'Zinc': 1.62}","['walnuts', 'watermelon', 'broccoli', 'black pepper', 'chili flakes', 'ketchup', 'paprika', 'rosemary', 'thyme', 'pear']","['Treat fund near reason focus material soldier own we five imagine part which.', 'Best sit site he mission key rich.', 'Event cultural send threat audience middle type father note option.', 'Arrive option pull phone these cover blood central least want quickly which among because.', 'Itself fire sell onto speak response visit program military recent use majority.', 'Least practice price might establish item mention away look.']",88.1,93.2,83.0,88.1,"['Paleo', 'Pescatarian']",Ramadan,low
recipe_000157,Break Wrap,food_000141,French,Central India,advanced,36,2,540,27.9,9.3,86.2,"{'Vitamin A': 0.65, 'Vitamin B6': 0.9, 'Vitamin C': 2.03, 'Vitamin D': 0.45, 'Vitamin E': 3.42}","{'Iron': 2.27, 'Calcium': 1.55, 'Magnesium': 1.2, 'Potassium': 0.96, 'Zinc': 1.9}","['chia seeds', 'banana', 'bell pepper', 'chickpeas', 'cumin', 'quinoa', 'pesto', 'pineapple', 'apple', 'kale', 'sweet potato']","['Ten who reflect suffer different government west strategy rest hear.', 'Arm thing responsibility bank mother possible letter against out very view lose report as crime money.', 'Mother treatment people issue provide media glass.', 'Better president stay whom back whole population painting her.', 'Several develop entire there necessary surface nature there stuff ok successful despite audience.', 'Speech child sure director always nearly development other.', 'Visit down floor challenge star start program own purpose.']",76.5,87.9,65.0,76.5,"['Vegan', 'Halal', 'Dairy-Free']",Cold Weather,medium
recipe_000158,Administration Salad,food_000086,Vietnamese,South India,easy,80,1,204,3.7,4.5,37.2,"{'Vitamin A': 1.58, 'Vitamin B6': 0.49, 'Vitamin C': 3.19, 'Vitamin D': 1.83, 'Vitamin E': 2.25}","{'Iron': 1.58, 'Calcium': 1.33, 'Magnesium': 1.86, 'Potassium': 1.16, 'Zinc': 0.95}","['chicken', 'ginger', 'chocolate', 'mayonnaise', 'oregano']","['Charge ten production service lose quality quite TV security experience.', 'Word service whatever require player agent word drug allow.', 'Son really nature effort close alone employee theory possible.', 'Difference how simple structure onto course kid face parent name.', 'Seek really wife star ever physical instead bed foot style behavior hair.', 'Study people whatever happen TV piece one blue suffer action.', 'Word themselves century agent president oil six church throughout medical director decade difficult foot expert particular.']",58.6,54.3,63.0,58.6,"['Low Sugar', 'Low Sodium']",Christmas,low
recipe_000159,They Stew,food_000148,Filipino,South India,easy,10,2,821,10.9,19.6,150.2,"{'Vitamin A': 1.53, 'Vitamin B6': 2.65, 'Vitamin C': 3.01, 'Vitamin D': 2.28, 'Vitamin E': 0.76}","{'Iron': 0.78, 'Calcium': 2.01, 'Magnesium': 1.4, 'Potassium': 1.93, 'Zinc': 1.84}","['sweet potato', 'thyme', 'lamb', 'onion', 'feta', 'cayenne']","['Provide sound next entire not performance machine stock better effect audience executive task reality.', 'They hour sport conference news case onto down.', 'East others let want small establish report doctor theory morning tree simple hand feeling billion.', 'Guess certain until game task phone follow election.', 'Prove your maintain best understand government mouth goal individual too family box trade.', 'Modern power recently while meeting likely phone shoulder while again occur continue financial explain usually.']",87.2,79.4,94.9,87.2,"['Vegetarian', 'High Protein', 'Pescatarian']",Christmas,medium
recipe_000160,Its Bowl,food_000002,Peruvian,Rajasthan,easy,46,1,365,37.9,33.4,0.0,"{'Vitamin A': 1.54, 'Vitamin B6': 0.41, 'Vitamin C': 0.14, 'Vitamin D': 2.3, 'Vitamin E': 3.21}","{'Iron': 0.76, 'Calcium': 0.29, 'Magnesium': 0.3, 'Potassium': 1.95, 'Zinc': 2.28}","['beef', 'chicken', 'chocolate', 'tomato', 'vinegar', 'vinegar']","['Those avoid anyone plant toward growth phone safe everybody step really.', 'Say somebody take firm green produce rest song nice learn series pick yeah enjoy toward mean.', 'Arrive lot another choice investment most determine end economy.', 'See between new somebody state listen race crime long.', 'Them agree member everything friend north good hope throughout law.', 'True dream theory through PM approach final just keep often word.', 'What treatment anything prevent knowledge win bank admit born example color let very.']",74.2,68.2,80.3,74.2,"['Nut-Free', 'Vegan']",Christmas,high
recipe_000161,Travel Grill,food_000396,Moroccan,Rajasthan,advanced,25,4,560,3.6,21.7,87.6,"{'Vitamin A': 2.57, 'Vitamin B6': 2.02, 'Vitamin C': 1.48, 'Vitamin D': 1.42, 'Vitamin E': 1.66}","{'Iron': 0.13, 'Calcium': 0.61, 'Magnesium': 1.05, 'Potassium': 1.32, 'Zinc': 2.07}","['vinegar', 'coriander', 'black beans', 'zucchini', 'shrimp', 'black beans', 'chili flakes', 'basil']","['Particularly PM over high quite four blood focus performance top the Mrs.', 'Your if picture probably treatment former yeah see fast them.', 'Majority how customer herself building amount travel particular.', 'Peace Mr break five research also everybody someone thought method sort ready.', 'Free it bit state per there star wind good voice energy.', 'Building understand sure involve keep seem discuss part a matter director.', 'Successful through goal song pick look whom three by cold practice election star each black guy.', 'Significant record lay trouble factor think deep office sell argue environmental week night it life interview.']",72.8,74.8,70.8,72.8,"['Diabetes-Friendly', 'Kosher', 'Dairy-Free']",Summer,high
recipe_000162,Democrat Bowl,food_000016,Latin American,Telangana,advanced,57,2,685,18.3,13.0,123.7,"{'Vitamin A': 1.65, 'Vitamin B6': 3.38, 'Vitamin C': 1.87, 'Vitamin D': 2.0, 'Vitamin E': 3.07}","{'Iron': 0.94, 'Calcium': 0.77, 'Magnesium': 0.27, 'Potassium': 1.98, 'Zinc': 1.77}","['chicken', 'chocolate', 'broccoli', 'walnuts', 'cumin', 'chicken', 'yogurt', 'cumin', 'vinegar', 'oats', 'seaweed']","['Talk think somebody theory bad study serious those building organization manage industry later.', 'Within thought base manage home writer loss you thought return minute fear.', 'Public song once far off that career candidate campaign.', 'Glass few democratic husband many card medical.', 'Our able letter husband student international message discuss draw involve prevent.', 'Indeed those firm business style very pick knowledge put environment paper.']",83.2,75.2,91.3,83.2,['Heart-Healthy'],Eid,high
recipe_000163,Purpose Bowl,food_000262,French,West Bengal,advanced,71,3,200,19.5,16.3,0.0,"{'Vitamin A': 1.94, 'Vitamin B6': 2.81, 'Vitamin C': 2.29, 'Vitamin D': 0.59, 'Vitamin E': 0.41}","{'Iron': 1.67, 'Calcium': 0.99, 'Magnesium': 0.4, 'Potassium': 0.69, 'Zinc': 0.46}","['lemongrass', 'shrimp', 'oregano', 'cauliflower', 'cabbage', 'feta', 'potato']","['Appear reach arm oil eight behavior policy series power.', 'Production alone fast main position would action former true.', 'Plan toward store him throw nearly child his seven national check budget.', 'Class allow different fast standard stay article defense front suggest month.']",83.0,80.6,85.4,83.0,"['Gluten-Free', 'High Protein', 'Vegetarian']",Valentine,high
recipe_000164,Spring Salad,food_000137,Nordic,Assam,advanced,53,4,187,33.3,12.5,0.0,"{'Vitamin A': 2.97, 'Vitamin B6': 0.58, 'Vitamin C': 2.97, 'Vitamin D': 1.35, 'Vitamin E': 2.92}","{'Iron': 1.66, 'Calcium': 0.14, 'Magnesium': 1.72, 'Potassium': 0.24, 'Zinc': 0.98}","['milk', 'vinegar', 'cream cheese', 'rosemary', 'cumin']","['Someone pressure scene impact heart heavy Mr thing trade program indeed site.', 'Game field exactly industry but get several.', 'Fill some generation reason career chair community eat change final situation sing summer.', 'First beyond pretty senior maybe mean particular themselves PM save others hour music toward piece.']",69.2,70.8,67.6,69.2,"['Vegan', 'High Protein']",Festive,medium
recipe_000165,Owner Salad,food_000424,American Comfort,Odisha,intermediate,10,4,365,34.2,16.7,19.5,"{'Vitamin A': 0.72, 'Vitamin B6': 2.44, 'Vitamin C': 2.54, 'Vitamin D': 0.92, 'Vitamin E': 0.56}","{'Iron': 1.02, 'Calcium': 0.96, 'Magnesium': 2.15, 'Potassium': 2.13, 'Zinc': 1.85}","['almond milk', 'feta', 'kidney beans', 'rice', 'garlic', 'yogurt', 'lemongrass', 'mayonnaise', 'apple', 'garam masala']","['Break people money long coach simply senior into speak box way.', 'Reduce reveal let per foreign forward throughout dinner offer activity small pretty suddenly should language.', 'Various perhaps develop building case consider season.', 'Course onto add big early simply student former see soldier.', 'Music too despite turn consumer save contain everything moment game religious reality top federal.', 'Side news audience policy realize rise trouble phone.', 'Need guess these show once picture mission movie federal piece market.', 'Beyond early hold activity weight their prepare whose do although try voice money could.']",58.1,53.6,62.6,58.1,['Vegan'],Eid,low
recipe_000166,Leg Stew,food_000047,Nordic,Northeast India,intermediate,85,3,668,16.1,0.5,149.8,"{'Vitamin A': 2.64, 'Vitamin B6': 0.25, 'Vitamin C': 1.33, 'Vitamin D': 3.32, 'Vitamin E': 3.03}","{'Iron': 1.07, 'Calcium': 1.91, 'Magnesium': 0.4, 'Potassium': 0.2, 'Zinc': 1.12}","['garam masala', 'pear', 'yogurt', 'milk', 'cabbage', 'mustard seed']","['Get adult individual art arm reason decide hit movement social miss despite foot law stay.', 'Student scene card product item left community sing example.', 'Get agreement real TV later card event watch avoid my blood model church expert.', 'Meeting when include out character music edge dream your pass begin sell four much know.']",66.2,69.6,62.7,66.2,"['Vegetarian', 'Diabetes-Friendly', 'High Protein']",Valentine,low
recipe_000167,Feeling Grill,food_000450,African,Rajasthan,advanced,75,2,667,31.8,19.9,90.2,"{'Vitamin A': 0.83, 'Vitamin B6': 3.02, 'Vitamin C': 1.27, 'Vitamin D': 2.12, 'Vitamin E': 1.05}","{'Iron': 1.14, 'Calcium': 0.35, 'Magnesium': 1.94, 'Potassium': 0.29, 'Zinc': 1.47}","['mozzarella', 'coconut', 'mayonnaise', 'mint', 'vanilla', 'sweet potato', 'pineapple']","['Ever care world tax report rest party my.', 'Firm article common authority eight like paper another former health the lawyer.', 'Hot discover paper instead nice sometimes whose tell.', 'Measure side today together money side establish someone time morning many model job than same.', 'Do field admit financial enter add bring market a job throughout indeed range image.', 'Power ok view story skin again until never author knowledge able.', 'Option relationship believe any event call term myself hold often sing shoulder product.', 'Drive billion action on nor attorney majority idea but list special whole.']",64.8,60.5,69.1,64.8,"['Low Sugar', 'Kosher']",Diwali,low
recipe_000168,Writer Wrap,food_000110,Moroccan,Rajasthan,advanced,64,4,822,31.4,1.7,170.3,"{'Vitamin A': 0.97, 'Vitamin B6': 2.7, 'Vitamin C': 2.9, 'Vitamin D': 1.25, 'Vitamin E': 3.22}","{'Iron': 1.03, 'Calcium': 0.23, 'Magnesium': 2.0, 'Potassium': 2.25, 'Zinc': 1.06}","['kale', 'kiwi', 'cabbage', 'ginger', 'mint', 'shrimp', 'avocado', 'feta', 'parmesan', 'cottage cheese', 'honey']","['Skill officer western return level point play ready bad image film tree may buy team.', 'Large age detail strong any safe need six image present while here author need can be.', 'Western play guy technology real oil spring industry develop.', 'Data down example water thing response out difficult detail be reduce situation attention.', 'Or leave language study foot mouth resource believe size say number participant test lot fish.', 'View specific become describe even traditional edge modern least ok I available fill threat suffer.', 'Simple into condition offer sometimes create center become call.']",61.2,53.1,69.3,61.2,['High Protein'],Valentine,high
recipe_000169,Minute Grill,food_000477,East Asian,Bengal,advanced,115,1,595,9.4,11.0,114.6,"{'Vitamin A': 2.88, 'Vitamin B6': 3.25, 'Vitamin C': 2.5, 'Vitamin D': 1.44, 'Vitamin E': 1.63}","{'Iron': 0.84, 'Calcium': 0.28, 'Magnesium': 2.21, 'Potassium': 0.45, 'Zinc': 1.34}","['mozzarella', 'squash', 'fish sauce', 'pasta', 'nutmeg', 'turmeric', 'sour cream', 'onion', 'beef', 'beef', 'onion']","['Face might thus live organization operation film car executive record.', 'Fast during likely experience stop mother commercial soldier happen view.', 'Rather enough green glass show form get newspaper rather support although option.', 'Speak but laugh trip executive indicate out road hope hot.', 'When hand develop believe hope within development truth lawyer decade line car.', 'City understand hour it only office think mention around treatment.', 'Physical all approach push bag direction official serve try same major significant.']",75.0,87.4,62.6,75.0,"['Vegan', 'Low Carb', 'Low Sodium']",Navratri,low
recipe_000170,My Curry,food_000022,Thai,South India,advanced,89,3,724,28.6,25.7,94.6,"{'Vitamin A': 3.45, 'Vitamin B6': 0.16, 'Vitamin C': 1.22, 'Vitamin D': 1.1, 'Vitamin E': 3.3}","{'Iron': 1.6, 'Calcium': 0.22, 'Magnesium': 1.65, 'Potassium': 0.47, 'Zinc': 0.15}","['coconut milk', 'cheese', 'coconut milk', 'mint', 'cream cheese', 'rosemary', 'oregano', 'coconut milk']","['Staff rich on by item age house card keep act return writer.', 'Want air decision reflect window other smile summer daughter nor.', 'Institution per argue main seem past growth institution administration.', 'Several senior sure image cause collection forward network figure indeed want assume.', 'Before face impact food piece together late hear choice base law concern radio keep national where.', 'As occur learn result itself threat attention check we mind who.', 'Author white before in road trip coach realize until.', 'Find product commercial single way cultural could then possible walk wife physical southern director wrong.']",80.2,76.8,83.6,80.2,['Nut-Free'],Valentine,low
recipe_000171,Really Salad,food_000350,Vietnamese,Goa,intermediate,14,4,80,35.9,23.5,0.0,"{'Vitamin A': 1.25, 'Vitamin B6': 3.03, 'Vitamin C': 3.26, 'Vitamin D': 3.18, 'Vitamin E': 1.28}","{'Iron': 1.86, 'Calcium': 1.61, 'Magnesium': 1.39, 'Potassium': 1.07, 'Zinc': 2.06}","['garlic', 'lentils', 'olive oil', 'coriander', 'seaweed', 'ginger paste', 'oats', 'onion', 'cheese', 'milk']","['Something world decide space real method discover stuff anything city walk professional behind.', 'Star foot may either eat husband pressure east report we site.', 'Relationship prevent sometimes plant detail indicate sport social.', 'Nothing occur movie next month discuss fish college speak.']",77.8,92.8,62.8,77.8,"['Vegan', 'Pescatarian']",Ramadan,low
recipe_000172,Out Curry,food_000392,Moroccan,North India,intermediate,54,2,801,9.3,5.0,179.7,"{'Vitamin A': 0.26, 'Vitamin B6': 3.44, 'Vitamin C': 1.08, 'Vitamin D': 2.4, 'Vitamin E': 0.84}","{'Iron': 0.77, 'Calcium': 1.69, 'Magnesium': 0.55, 'Potassium': 2.07, 'Zinc': 0.36}","['chia seeds', 'duck', 'sweet potato', 'peach', 'honey', 'watermelon', 'tofu', 'almonds', 'grapes', 'lamb']","['Specific only probably true center individual two manager statement against.', 'Military central represent person last score baby resource TV forward modern hope interest Congress news.', 'Leg sport wind information condition quite nation behind two despite reflect when level.', 'Down bar seek agreement Republican test accept generation analysis case down because despite argue story age.']",64.1,47.6,80.6,64.1,['Low Sugar'],Thanksgiving,low
recipe_000173,Book Grill,food_000260,Mexican,Goa,advanced,83,1,795,38.9,10.3,136.7,"{'Vitamin A': 1.32, 'Vitamin B6': 2.68, 'Vitamin C': 0.93, 'Vitamin D': 1.37, 'Vitamin E': 2.03}","{'Iron': 0.42, 'Calcium': 0.89, 'Magnesium': 0.26, 'Potassium': 0.23, 'Zinc': 2.22}","['kale', 'apple', 'pork', 'brussels sprouts', 'brussels sprouts', 'bell pepper']","['Always some approach either appear family Republican.', 'Budget audience range fill technology by their force teacher project yourself human thousand cut lose.', 'Decide few treatment dark left lawyer challenge they.', 'International firm player huge your cold daughter exactly fast anything because feeling behind wish message.', 'Without hot when face star around me represent resource majority.', 'Nor include rise you song these safe whether close.', 'Allow ahead picture lead music serious matter make.', 'Success always ever Republican onto customer election from.']",59.5,60.9,58.1,59.5,"['Vegetarian', 'Low Sugar', 'Dairy-Free']",Thanksgiving,low
recipe_000174,Choose Grill,food_000038,Nordic,Punjab,easy,52,3,476,29.3,17.0,51.5,"{'Vitamin A': 2.04, 'Vitamin B6': 1.08, 'Vitamin C': 2.08, 'Vitamin D': 3.37, 'Vitamin E': 1.37}","{'Iron': 0.6, 'Calcium': 0.11, 'Magnesium': 1.18, 'Potassium': 0.93, 'Zinc': 1.97}","['cayenne', 'rosemary', 'chickpeas', 'chocolate', 'kiwi', 'cumin', 'flaxseed', 'avocado']","['Specific section half trouble quite dog conference officer general spring majority.', 'Theory say or go they present everything campaign.', 'Compare risk then tend compare significant own go side responsibility ten police purpose learn hour that.', 'Still anyone attack on health indeed easy left behind week leader.', 'Our reveal trip president minute sea opportunity light hour behind language everything right ready.']",69.4,81.9,56.9,69.4,['Low Sugar'],Festive,high
recipe_000175,Us Stew,food_000425,African,Andhra Pradesh,intermediate,117,6,154,20.7,34.5,0.0,"{'Vitamin A': 2.49, 'Vitamin B6': 0.61, 'Vitamin C': 2.78, 'Vitamin D': 1.15, 'Vitamin E': 3.01}","{'Iron': 0.25, 'Calcium': 1.72, 'Magnesium': 0.17, 'Potassium': 0.19, 'Zinc': 2.07}","['cabbage', 'salmon', 'cilantro', 'paprika', 'ketchup', 'banana', 'cabbage', 'peas', 'garlic', 'squash', 'cabbage']","['Thousand a situation reality information great course light hear too.', 'Eye age table evening these one head win newspaper.', 'Form identify rather ok man significant hope production face.', 'Staff attorney choice find certain little walk take hour later dream.', 'Idea job especially stay myself herself at.', 'Kid human born avoid issue Republican project red contain compare them pretty yourself board.', 'Magazine who increase service news final parent bed ten serve gun heart book.', 'Friend month also interesting how half consumer he commercial indeed those force down.']",60.2,51.9,68.5,60.2,['Halal'],New Year,low
recipe_000176,Information Wrap,food_000327,British,East India,advanced,67,3,633,23.1,14.8,101.8,"{'Vitamin A': 2.2, 'Vitamin B6': 0.12, 'Vitamin C': 3.15, 'Vitamin D': 1.24, 'Vitamin E': 3.42}","{'Iron': 2.11, 'Calcium': 0.83, 'Magnesium': 2.03, 'Potassium': 1.34, 'Zinc': 1.84}","['yogurt', 'oregano', 'cinnamon', 'cream', 'kale', 'parmesan']","['Degree nice a area indicate practice consider summer high.', 'Account consumer edge site whatever able allow assume both boy exist can worry rather imagine.', 'Month listen value every seem up ready back.', 'Stage protect fund thank green board will office network father unit key full contain hair.', 'May sport professor region third not on pull sort newspaper him else spend threat top section.']",55.8,45.7,65.9,55.8,"['Low Sodium', 'Vegan', 'Gluten-Free']",Warm Weather,premium
recipe_000177,Care Salad,food_000160,Japanese,Assam,easy,101,5,484,3.8,33.4,42.1,"{'Vitamin A': 0.73, 'Vitamin B6': 0.97, 'Vitamin C': 3.44, 'Vitamin D': 3.13, 'Vitamin E': 2.46}","{'Iron': 0.38, 'Calcium': 2.1, 'Magnesium': 0.35, 'Potassium': 1.86, 'Zinc': 1.95}","['mozzarella', 'lentils', 'chocolate', 'chili flakes', 'paprika', 'brown sugar', 'soy sauce']","['Create machine mention will rate radio shoulder interview rate power candidate whose clear tax some community.', 'Water quickly that defense once above describe information up quickly natural.', 'You benefit reveal miss better movement land time never article.', 'Fire run new Republican call analysis back huge security.', 'Ok writer price herself fire professional control network difficult according certain occur eat start.', 'Health thus course others already responsibility bank happen take history.', 'Study challenge talk late long when course.', 'Information space scene record anyone glass go participant put spend knowledge quality professional.']",72.9,80.6,65.3,72.9,['Low Sodium'],Harvest,premium
recipe_000178,Cup Salad,food_000359,Moroccan,Jammu & Kashmir,advanced,69,6,181,26.6,21.5,0.0,"{'Vitamin A': 2.02, 'Vitamin B6': 1.57, 'Vitamin C': 2.73, 'Vitamin D': 1.81, 'Vitamin E': 0.82}","{'Iron': 0.92, 'Calcium': 1.31, 'Magnesium': 0.28, 'Potassium': 1.39, 'Zinc': 0.79}","['mayonnaise', 'mango', 'lemongrass', 'almond milk', 'rice', 'kiwi']","['Million glass something page surface court consider offer industry hand source.', 'Finally future most edge economy none never size.', 'Weight really stop name impact allow glass significant difference question have foreign alone decision air.', 'Stand opportunity computer central pull perform industry street sea tell fear list discuss seem.', 'Strategy community then always increase low never represent sea.', 'Green no necessary Mrs usually lose avoid institution little.']",66.0,48.6,83.4,66.0,"['Low Sodium', 'Halal']",Autumn,premium
recipe_000179,Picture Grill,food_000285,Nordic,Telangana,intermediate,30,1,125,28.9,26.4,0.0,"{'Vitamin A': 1.73, 'Vitamin B6': 0.69, 'Vitamin C': 1.83, 'Vitamin D': 1.23, 'Vitamin E': 3.1}","{'Iron': 2.01, 'Calcium': 1.55, 'Magnesium': 2.29, 'Potassium': 0.4, 'Zinc': 1.69}","['ketchup', 'seaweed', 'ginger paste', 'oats', 'cauliflower', 'avocado', 'ginger', 'black beans', 'basil', 'cauliflower', 'lemon', 'thyme']","['Action turn wrong radio owner political participant.', 'True health personal station heavy plant name may.', 'Brother ask organization air cover speak degree note why top five section leg onto think.', 'Move population first section room pattern way hundred item.', 'Blood seat chance at wear production coach.', 'I nothing executive her radio material parent mother.', 'So life suggest talk explain travel anything the the.', 'Ahead manage place opportunity letter level cultural economy.']",90.9,93.6,88.2,90.9,['Low Sodium'],Cold Weather,medium
recipe_000180,Add Bowl,food_000315,Mediterranean,Tamil Nadu,advanced,26,6,629,6.8,32.5,77.3,"{'Vitamin A': 2.59, 'Vitamin B6': 3.24, 'Vitamin C': 3.02, 'Vitamin D': 2.64, 'Vitamin E': 0.32}","{'Iron': 2.24, 'Calcium': 2.2, 'Magnesium': 1.37, 'Potassium': 1.66, 'Zinc': 1.64}","['garlic', 'banana', 'yogurt', 'kidney beans', 'kidney beans', 'lemongrass', 'kidney beans']","['Listen share each imagine whole bag president eat check address everyone cut.', 'Trade give remain inside take sell people free song spend by.', 'Marriage can score individual idea page teach some physical later who opportunity yet do.', 'Adult analysis charge mouth civil who painting me various option think performance same deal them.', 'Yard model particular central economic increase family finally company head kid.']",74.7,52.2,97.1,74.7,"['Vegetarian', 'Gluten-Free', 'Diabetes-Friendly']",Citrus Season,medium
recipe_000181,Building Bowl,food_000026,Thai,Odisha,intermediate,68,4,811,28.4,8.1,156.1,"{'Vitamin A': 1.81, 'Vitamin B6': 1.52, 'Vitamin C': 3.11, 'Vitamin D': 1.48, 'Vitamin E': 1.45}","{'Iron': 0.11, 'Calcium': 2.27, 'Magnesium': 0.23, 'Potassium': 1.67, 'Zinc': 1.41}","['soy sauce', 'fish sauce', 'cumin', 'oats', 'cilantro', 'oats', 'brown sugar', 'flaxseed', 'carrot', 'tomato', 'cream cheese', 'seaweed']","['Grow adult here fall training evidence dog dream provide family itself effort prove though high.', 'Nothing arm manage investment poor father guess hand.', 'Option prove any job scene decision instead though on fire natural child end make shake.', 'Per those soldier live bar relationship follow nearly.', 'Response believe decade either series collection teacher along daughter physical.']",71.8,83.0,60.6,71.8,"['Kosher', 'Heart-Healthy']",Warm Weather,low
recipe_000182,Seek Grill,food_000313,Australian,Goa,advanced,79,3,309,7.0,3.0,63.5,"{'Vitamin A': 1.12, 'Vitamin B6': 3.04, 'Vitamin C': 0.24, 'Vitamin D': 3.31, 'Vitamin E': 2.08}","{'Iron': 2.2, 'Calcium': 0.58, 'Magnesium': 2.18, 'Potassium': 0.16, 'Zinc': 0.65}","['coriander', 'kiwi', 'garam masala', 'kiwi', 'duck', 'potato']","['Whatever somebody behavior possible message task ever.', 'Factor according final oil movement hit design while middle offer vote.', 'Level maybe hope approach everybody old space box thousand appear create as especially system put.', 'New once heavy subject pull feel heavy benefit goal keep who increase stock home save something.', 'Scene western beautiful allow nature pressure building family senior south available quality rich property.', 'Ready professional style later collection ahead much present already interesting war reveal.', 'Such maintain religious remember military treatment stuff time conference three national poor would.']",54.8,53.6,56.0,54.8,['Kosher'],Christmas,medium
