food_id,name,cuisine,category,region,season,weather,price_tier,calories,protein_g,fat_g,carbs_g,allergens,diet_options,mood_tags,health_score,taste_score,rating,description
food_000290,Zesty Healthy Bowls,American Comfort,Sandwiches,West Bengal,Spring,Humid,high,201,24.9,14.6,0.0,[],"['Paleo', 'Vegan', 'Low Sodium']","['Nostalgic', 'Comforting', 'Savory']",75.3,60.2,4.0,Order join place blood pull cut power relationship approach firm maybe improve close.
food_000291,Herbed Curry,Middle Eastern,Dessertbites,North India,Ramadan,Sunny,premium,437,4.6,2.0,100.2,"['sulphites', 'celery', 'garlic']","['Paleo', 'Kosher', 'Gluten-Free']","['Peaceful', 'Motivated', 'Sweet']",61.4,75.7,3.3,Other pressure skill study all civil reveal discover school present whom score color detail itself provide new away.
food_000292,Fresh Juices,African,Smoothies,Andhra Pradesh,Cold Weather,Rainy,medium,364,26.5,30.4,0.0,"['yeast', 'cashew']",['Gluten-Free'],"['Social', 'Spicy', 'Energized']",75.3,85.4,4.5,Paper listen drive tell money partner write cause example may over far home.
food_000293,Herbed Plant-based,Healthy Fusion,Dessertbites,East India,Warm Weather,Breezy,high,626,25.1,14.4,99.0,[],"['Pescatarian', 'Gluten-Free']","['Cozy', 'Comfort', 'Peaceful']",90.7,56.9,3.8,Such safe dog dog many for grow light ball treatment economic world if inside.
food_000294,Tandoori Wrap,Mediterranean,Desserts,Himachal Pradesh,Thanksgiving,Humid,premium,107,29.1,10.8,0.0,"['sesame', 'celery']",['Vegan'],"['Social', 'Calm', 'Sweet']",52.6,59.2,4.0,Notice skin trouble kitchen explain this within may reflect store result would oil.
food_000295,Spiced Main Course,Vietnamese,Breakfast,Telangana,Citrus Season,Stormy,high,647,38.6,23.8,69.6,['mustard'],"['Pescatarian', 'High Protein', 'Vegan']","['Peaceful', 'Social', 'Adventurous']",74.4,65.6,4.1,Place benefit network fall where lot happy long happen office build man.
food_000296,Spiced Lunch,Korean,Dessertbites,Northeast India,Diwali,Humid,high,573,12.4,9.2,110.2,['wheat'],"['Dairy-Free', 'Vegetarian', 'Gluten-Free']","['Spicy', 'Sweet', 'Relaxed']",98.0,84.2,3.2,Establish both possible customer this above if require partner available name kind present argue let field.
food_000297,Fresh Main Course,Greek,Plant-based,Andhra Pradesh,Navratri,Foggy,low,331,27.2,11.6,29.5,"['gluten', 'hazelnut']",['Vegetarian'],"['Savory', 'Happy', 'Comfort']",95.8,64.1,4.3,Easy power friend amount tend official pressure affect condition someone decade.
food_000298,Spiced Dessertbites,African,Rice Dishes,South India,Summer,Seasonal,low,767,18.9,4.8,162.1,"['celery', 'soy']","['Vegetarian', 'Vegan', 'High Protein']","['Comforting', 'Social', 'Motivated']",64.9,96.8,3.4,Apply another material risk enough I year former war when style cut work bank call note adult wish.
food_000299,Fresh Healthy Bowls,Indonesian,Appetizers,East India,New Year,Stormy,premium,117,12.7,31.7,0.0,['cashew'],"['Keto', 'Pescatarian']","['Festive', 'Sweet', 'Peaceful']",56.1,85.4,3.3,Daughter animal management will open now always drive might same why play them discuss product million.
food_000300,Roasted Sushi,Turkish,Desserts,North India,Summer,Snowy,low,313,35.5,25.6,0.0,[],"['Low Carb', 'Nut-Free', 'Diabetes-Friendly']","['Motivated', 'Comfort', 'Cozy']",89.9,66.8,4.7,Stock moment building her television share beat truth example huge PM resource establish she.
food_000301,Idli Platter,Thai,Grills,Punjab,New Year,Rainy,medium,403,2.2,7.2,82.3,[],"['High Protein', 'Halal', 'Low Sugar']","['Relaxed', 'Calm', 'Social']",75.3,58.5,3.7,Rate evidence record teach structure nearly when dream raise.
food_000302,Herbed Seafood,Australian,Rice Dishes,Andhra Pradesh,Valentine,Stormy,low,324,38.4,29.2,0.0,['egg'],"['Heart-Healthy', 'Kosher', 'Vegan']","['Motivated', 'Sweet', 'Romantic']",72.5,90.3,4.9,Score together arrive only start before set deep.
food_000303,Herbed Snacks,Korean,Lunch,Himachal Pradesh,Berry Season,Thunderstorm,high,773,4.1,2.3,184.0,"['fish', 'sesame oil', 'almond']","['Vegetarian', 'High Protein', 'Low Sugar']","['Motivated', 'Cozy', 'Romantic']",66.3,91.5,4.3,Quality media field parent heavy according take shake education couple network identify field offer network enter.
food_000304,Smoked Sushi,South Indian,Pasta,East India,Summer,Holiday,high,209,26.2,9.3,5.1,"['soy', 'fish', 'tree nuts']",['Vegan'],"['Adventurous', 'Nostalgic', 'Cozy']",83.4,73.1,3.6,Almost him them case fact even reduce market sure make morning treatment.
food_000305,Smoked Grills,South Indian,Grills,Jammu & Kashmir,Monsoon,Rainy,high,652,34.6,15.1,94.4,['egg'],"['Low Sugar', 'Nut-Free']","['Happy', 'Motivated', 'Cheerful']",55.6,63.4,4.2,Mention lead line factor size attack operation alone consider say able issue event.
food_000306,Golden Salads,Indonesian,Soups,East India,New Year,Breezy,low,324,20.3,27.0,0.0,"['shellfish', 'celery', 'soy']",['Halal'],"['Comfort', 'Relaxed', 'Comforting']",87.8,90.0,4.1,Sure for even long sense out go significant record table activity need language do total dark.
food_000307,Roasted Juices,American Comfort,Salads,Himachal Pradesh,Festive,Stormy,high,258,14.9,19.6,5.5,"['peanuts', 'gluten']","['Paleo', 'Low Sugar', 'Nut-Free']","['Romantic', 'Cheerful', 'Social']",46.1,62.7,3.9,Strong civil meet budget friend how plan your against politics five speak look seven blue option whom.
food_000308,Sambar Salad,Mediterranean,Snacks,Kerala,Monsoon,Dry,medium,405,24.8,34.2,0.0,['yeast'],"['Paleo', 'Low Sodium']","['Calm', 'Energized', 'Festive']",47.4,65.5,4.7,But get student well one office board shake hour political best institution open scientist air this option.
food_000309,Citrus Seafood,Mediterranean,Beverages,Assam,Christmas,Heatwave,medium,611,19.6,11.6,107.0,"['garlic', 'sesame', 'wheat']","['Vegan', 'Keto']","['Calm', 'Social', 'Motivated']",81.8,71.1,3.8,Note song heart individual admit help market few white condition Democrat development management month late majority.
food_000310,Zesty Healthy Bowls,East Asian,Fermented,Bengal,Diwali,Breezy,medium,315,24.2,16.6,17.2,"['corn', 'lupin', 'garlic']","['Low Carb', 'Low Sugar']","['Comfort', 'Focused', 'Motivated']",67.6,81.7,3.5,Pass age drug each course onto enter agreement commercial design build speak measure particular.
food_000311,Herbed Healthy Bowls,Australian,Main Course,Maharashtra,Autumn,Windy,high,119,22.7,12.0,0.0,"['shellfish', 'hazelnut']","['Paleo', 'Pescatarian', 'Kosher']","['Spicy', 'Festive', 'Comfort']",58.3,84.0,3.6,Concern wife less cut huge step building third pass century that age day trip.
food_000312,Smoked Juices,Indonesian,Grills,Kerala,Christmas,Stormy,premium,847,10.0,8.6,182.4,"['nightshades', 'sulphites', 'egg']","['Low Sugar', 'Diabetes-Friendly']","['Cozy', 'Social', 'Motivated']",74.3,80.2,4.7,Dog bad many argue recently debate remember town scientist identify another case light my avoid even ground.
food_000313,Creamy Wraps,Australian,Bread,Goa,Navratri,Stormy,premium,782,30.6,26.8,104.6,[],"['Vegan', 'Heart-Healthy', 'Gluten-Free']","['Adventurous', 'Cheerful', 'Sunny']",60.9,84.7,3.4,While director pay policy magazine probably check heavy result civil thousand.
food_000314,Zesty Beverages,Indonesian,Appetizers,Bengal,Festive,Windy,low,112,33.4,21.3,0.0,"['mustard', 'shellfish', 'fish']","['Gluten-Free', 'High Protein']","['Energized', 'Comforting', 'Peaceful']",55.5,56.2,3.3,Social successful environment order write feel cell expert special.
food_000315,Biryani Platter,Mediterranean,Smoothies,Tamil Nadu,Monsoon,Dry,high,242,24.9,32.9,0.0,"['sesame', 'shellfish', 'gluten']",['Heart-Healthy'],"['Relaxed', 'Sunny', 'Calm']",71.6,80.3,4.8,In rock establish white paper front box already then raise line research spend manage specific.
food_000316,Golden Dessertbites,Thai,Tea & Coffee,East India,Diwali,Misty,high,259,17.8,6.7,31.9,"['almond', 'soy', 'hazelnut']","['Keto', 'Low Sugar', 'Halal']","['Energized', 'Calm', 'Focused']",67.9,81.6,4.8,Door drug must speak fly enjoy born want writer.
food_000317,Herbed Grills,Nordic,Curry,Gujarat,Eid,Cloudy,medium,413,17.6,6.2,71.7,[],['Heart-Healthy'],"['Sunny', 'Cheerful', 'Savory']",47.4,63.9,3.8,Share policy low class his less forward box company between become professional.
food_000318,Fresh Desserts,Korean,Dinner,Bengal,Cold Weather,Stormy,medium,562,33.2,29.5,40.9,[],['Dairy-Free'],"['Romantic', 'Spicy', 'Sunny']",46.0,62.3,3.2,Art door figure rich perhaps message street detail move call.
food_000319,Spiced Dessertbites,North Indian,Bread,Sikkim,Harvest,Breezy,medium,730,32.8,22.6,98.8,"['hazelnut', 'mustard', 'nightshades']",['Vegetarian'],"['Energized', 'Sunny', 'Social']",92.5,85.8,3.7,Wide environmental thus tough sense meet race reveal themselves stage recognize expect fight series ok less.
food_000320,Grilled Juices,Moroccan,Bread,Bengal,New Year,Windy,medium,251,3.7,18.2,18.1,['sesame oil'],['Kosher'],"['Cozy', 'Romantic', 'Calm']",62.1,90.1,3.2,Sing phone compare fear care above now mean mean citizen son single send.
food_000321,Citrus Lunch,Healthy Fusion,Dinner,Central India,Valentine,Festive,medium,148,35.6,14.7,0.0,[],"['Low Sodium', 'Paleo', 'Vegan']","['Savory', 'Cheerful', 'Sunny']",71.5,88.0,3.7,Both different particularly fear program reality boy term exist cut four job consumer long fact tend.
food_000322,Idli Bowl,Lebanese,Sushi,Odisha,Christmas,Heatwave,medium,318,2.8,26.7,16.6,"['fish', 'sesame oil', 'egg']",['Paleo'],"['Comforting', 'Happy', 'Nostalgic']",57.5,60.3,3.3,Test very edge nation out worker language yeah life possible attention feel institution to family.
food_000323,Creamy Rice Dishes,Italian,Street Food,South India,Spring,Heatwave,high,375,30.5,8.4,44.3,['yeast'],['High Protein'],"['Calm', 'Sunny', 'Peaceful']",63.2,86.5,3.4,Beat picture lawyer million fish carry clearly stock recent network guy kind usually together time officer difference.
food_000324,Zesty Dessertbites,American Comfort,Desserts,Bengal,Festive,Holiday,premium,289,11.0,3.2,54.0,['fish'],"['Low Sodium', 'Dairy-Free']","['Calm', 'Nostalgic', 'Sweet']",61.5,86.2,4.9,Team the Mrs and mouth although focus central fear avoid guy.
food_000325,Creamy Fermented,Vietnamese,Sandwiches,Telangana,Summer Vacation,Festive,premium,239,33.1,27.9,0.0,[],"['Paleo', 'Low Carb']","['Focused', 'Festive', 'Sunny']",65.2,55.9,3.6,Fly record air reveal appear phone picture detail reality worker protect.
food_000326,Zesty Juices,American Comfort,Desserts,Tamil Nadu,Winter,Sunny,medium,822,16.2,14.5,156.7,"['celery', 'garlic']","['Gluten-Free', 'Low Sugar']","['Energized', 'Romantic', 'Sunny']",65.9,72.9,3.4,Plan edge responsibility movie scientist firm happy several something.
food_000327,Creamy Juices,British,Healthy Bowls,East India,Spring,Misty,medium,332,11.2,1.7,68.0,[],"['Paleo', 'Diabetes-Friendly', 'Dairy-Free']","['Motivated', 'Adventurous', 'Festive']",78.4,90.0,4.2,Side adult kind black happen exactly partner find meeting catch.
food_000328,Smoked Wraps,Japanese,Tea & Coffee,Jammu & Kashmir,Summer,Heatwave,high,249,33.5,9.2,8.0,"['wheat', 'mustard', 'corn']","['Gluten-Free', 'Vegan', 'Nut-Free']","['Sweet', 'Comforting', 'Adventurous']",96.3,68.0,4.5,Service decision author foreign performance baby Republican participant doctor technology land such those air opportunity campaign.
food_000329,Tandoori Platter,Mediterranean,Fermented,East India,Thanksgiving,Heatwave,medium,254,8.7,6.9,39.3,[],"['Low Sugar', 'Gluten-Free']","['Social', 'Energized', 'Focused']",70.8,60.8,3.5,Reason dinner customer white option especially describe field service score sure.
food_000330,Herbed Street Food,French,Dinner,Delhi,Autumn,Foggy,medium,110,24.3,17.0,0.0,[],"['Vegetarian', 'Nut-Free']","['Sweet', 'Energized', 'Romantic']",50.3,83.9,4.0,Organization accept sometimes level total ready recent for themselves from talk over ready.
food_000331,Citrus Dessertbites,Lebanese,Wraps,Andhra Pradesh,Eid,Warm,low,325,37.8,23.4,0.0,"['sulphites', 'peanuts']",['Heart-Healthy'],"['Sunny', 'Adventurous', 'Comfort']",48.0,71.3,4.7,Machine result education he movement call population about should follow room training campaign always.
food_000332,Spiced Rice Dishes,Peruvian,Seafood,Assam,Thanksgiving,Dry,premium,409,2.6,12.9,70.6,"['almond', 'nightshades']",['Diabetes-Friendly'],"['Sunny', 'Relaxed', 'Comforting']",87.8,57.0,4.9,State official real article with heavy third morning age main cause us.
food_000333,Spiced Desserts,British,Desserts,Assam,Warm Weather,Heatwave,low,589,32.3,10.9,90.4,"['soy', 'nightshades', 'peanuts']","['High Protein', 'Keto']","['Social', 'Focused', 'Relaxed']",74.1,83.9,3.9,Break without on off save admit middle real begin.
food_000334,Zesty Rice Dishes,Moroccan,Seafood,Central India,Autumn,Snowy,medium,822,20.7,27.9,122.0,[],"['Nut-Free', 'Low Sugar', 'Halal']","['Sunny', 'Spicy', 'Cozy']",56.9,69.3,3.4,Enough another cell bring situation listen heart well attack.
food_000335,Creamy Sushi,Latin American,Sushi,Goa,Monsoon,Warm,premium,834,2.1,2.6,200.6,"['sulphites', 'lupin', 'almond']",['High Protein'],"['Romantic', 'Sunny', 'Comfort']",89.9,78.0,3.6,Statement especially vote clear kitchen off institution public method cover defense.
food_000336,Idli Bowl,East Asian,Juices,Central India,Spring,Festive,low,360,39.9,24.9,0.0,"['mustard', 'hazelnut', 'celery']",['Nut-Free'],"['Adventurous', 'Social', 'Calm']",88.9,75.6,4.8,Everyone herself instead different late know seven whatever rule rich.
food_000337,Creamy Bread,Middle Eastern,Breakfast,Sikkim,Christmas,Warm,low,564,39.6,26.6,41.5,"['mustard', 'hazelnut']",['Kosher'],"['Romantic', 'Adventurous', 'Cheerful']",73.0,71.8,4.7,Radio service party occur purpose dinner scene black action challenge weight sort thus center anyone apply deep.
food_000338,Spiced Healthy Bowls,French,Desserts,Tamil Nadu,Harvest,Dry,low,823,34.5,4.0,162.2,"['corn', 'almond', 'soy']",['Keto'],"['Comforting', 'Happy', 'Focused']",90.5,88.8,3.2,Very sure chance audience may single class book theory market interest language respond western very with get them the.
food_000339,Roasted Tea & Coffee,North Indian,Snacks,Maharashtra,Christmas,Monsoon,low,690,38.3,23.0,82.5,[],"['Kosher', 'Paleo']","['Motivated', 'Comforting', 'Comfort']",81.7,71.1,3.2,Stand put admit a easy night decade society.
food_000340,Grilled Smoothies,Vietnamese,Main Course,East India,Autumn,Holiday,premium,575,40.0,24.7,48.2,"['egg', 'hazelnut']","['Low Sodium', 'Low Sugar', 'Pescatarian']","['Comfort', 'Sunny', 'Spicy']",51.6,67.8,3.1,Democrat sense boy father least machine capital kid loss strategy some project image role lawyer something not media against.
food_000341,Grilled Breakfast,American Comfort,Bread,Gujarat,Festive,Festive,high,648,19.0,11.3,117.6,['egg'],"['Low Carb', 'Pescatarian', 'Kosher']","['Energized', 'Relaxed', 'Romantic']",75.5,56.7,3.7,Throughout choose total two tough first bill position possible defense child catch.
food_000342,Golden Seafood,French,Bread,Sikkim,Back to School,Snowy,medium,791,13.9,31.9,112.1,['hazelnut'],['Vegan'],"['Calm', 'Energized', 'Social']",77.1,97.9,3.6,Toward several himself baby child everybody last keep line hot four attorney cost leader model put card follow second.
food_000343,Sambar Wrap,German,Pasta,Telangana,Summer,Seasonal,medium,489,19.3,33.1,28.5,['yeast'],['Gluten-Free'],"['Festive', 'Social', 'Comforting']",94.8,84.1,3.8,Seem when lose economic conference go strategy spend improve people realize other health rule bad three behavior ahead.
food_000344,Herbed Street Food,Latin American,Curry,Gujarat,Cold Weather,Thunderstorm,low,735,5.4,31.9,106.6,['sesame'],['Keto'],"['Sunny', 'Calm', 'Savory']",52.8,88.5,4.6,Sense such administration either team yourself peace her building decision plant financial voice green church.
food_000345,Zesty Main Course,Greek,Healthy Bowls,East India,Warm Weather,Cool,medium,702,5.8,2.2,164.8,['lupin'],"['Kosher', 'High Protein', 'Dairy-Free']","['Adventurous', 'Festive', 'Comfort']",84.8,68.7,4.3,Trial might bad community defense near apply participant fall we region clear forget.
food_000346,Fresh Beverages,Nordic,Soups,Central India,Berry Season,Thunderstorm,low,529,39.5,28.0,29.8,"['onion', 'hazelnut', 'fish']","['Gluten-Free', 'Paleo']","['Cozy', 'Cheerful', 'Relaxed']",59.6,76.6,3.2,Put amount but car lay relate she medical truth always partner mention cut.
food_000347,Fresh Seafood,Australian,Breakfast,Telangana,Summer Vacation,Snowy,high,607,28.0,23.8,70.2,[],"['Low Sugar', 'Heart-Healthy', 'Pescatarian']","['Comfort', 'Cozy', 'Spicy']",51.6,77.9,3.5,Maybe determine bad church player general raise child drop clearly member financial information world voice create right very floor.
food_000348,Herbed Healthy Bowls,Moroccan,Fermented,Assam,New Year,Humid,premium,216,21.5,33.4,0.0,"['peanuts', 'sulphites']","['High Protein', 'Pescatarian', 'Low Carb']","['Romantic', 'Nostalgic', 'Sweet']",65.1,73.2,3.6,Cover raise about send last American career others deal expect rather debate my whole hold mean unit.
food_000349,Spiced Healthy Bowls,Brazilian,Lunch,Odisha,Berry Season,Monsoon,low,86,25.4,11.8,0.0,['celery'],"['Vegetarian', 'Vegan']","['Cozy', 'Happy', 'Social']",45.3,70.2,4.1,Act money TV culture reality yard discussion edge but name may throw.
food_000350,Idli Salad,Vietnamese,Smoothies,Goa,Diwali,Cold,medium,191,39.6,23.1,0.0,"['gluten', 'lupin', 'hazelnut']",['Keto'],"['Social', 'Nostalgic', 'Energized']",52.4,73.9,3.8,Success point them share her always ten federal against born statement tonight ability option hot generation white house.
food_000351,Citrus Fermented,Mexican,Seafood,Sikkim,Ramadan,Snowy,low,489,21.1,32.4,28.2,[],['Vegetarian'],"['Adventurous', 'Savory', 'Comforting']",65.6,91.3,4.5,Kid state all want student current will community.
food_000352,Creamy Soups,Vietnamese,Appetizers,Himachal Pradesh,Ramadan,Cloudy,medium,712,7.8,18.1,129.5,"['hazelnut', 'fish']","['Pescatarian', 'Keto', 'High Protein']","['Romantic', 'Peaceful', 'Focused']",85.6,65.7,5.0,Between challenge pay easy will simple lot night even dark respond save land strategy.
food_000353,Smoked Dinner,American Comfort,Desserts,Telangana,Winter,Festive,high,132,16.5,18.6,0.0,['sulphites'],"['Diabetes-Friendly', 'Vegetarian']","['Peaceful', 'Cozy', 'Energized']",96.9,85.1,3.2,Focus might late participant economic fight really economic consider during miss general everything stand.
food_000354,Roasted Seafood,South Indian,Lunch,Central India,Navratri,Dry,high,366,36.5,4.0,46.0,"['sulphites', 'mustard']",['Keto'],"['Comfort', 'Spicy', 'Adventurous']",95.3,62.9,3.7,Usually effort recognize its decade fall modern score process education get better perform happy.
food_000355,Herbed Desserts,Italian,Salads,Jammu & Kashmir,Christmas,Cloudy,high,724,30.2,4.7,140.2,['shellfish'],"['Heart-Healthy', 'Diabetes-Friendly', 'Vegan']","['Relaxed', 'Spicy', 'Cheerful']",93.3,80.2,4.5,Ask charge simple bag subject north rest reflect yard energy analysis.
food_000356,Fresh Rice Dishes,British,Main Course,Sikkim,Eid,Cold,low,814,6.5,15.5,162.1,[],['Low Carb'],"['Adventurous', 'Nostalgic', 'Energized']",72.8,75.8,4.6,Fire affect become hand pay radio left should prevent sister stage time turn once girl.
food_000357,Sambar Platter,Mediterranean,Beverages,Odisha,Summer Vacation,Misty,medium,701,12.3,6.9,147.4,[],"['Heart-Healthy', 'Low Carb', 'Halal']","['Peaceful', 'Festive', 'Nostalgic']",56.5,61.9,3.6,Material where bad address card cause be truth executive others wall political himself hot enjoy finish just middle charge.
food_000358,Spiced Rice Dishes,Indonesian,Desserts,Uttar Pradesh,Monsoon,Foggy,low,334,39.6,7.7,26.6,"['sulphites', 'egg']","['Low Carb', 'Halal', 'Gluten-Free']","['Cozy', 'Nostalgic', 'Cheerful']",79.4,60.0,4.3,Thus none professional peace remain kid cover student discussion past want carry pull sound large against it.
food_000359,Roasted Rice Dishes,Moroccan,Fermented,Jammu & Kashmir,Autumn,Misty,medium,729,25.0,7.6,140.2,['wheat'],"['Kosher', 'Gluten-Free', 'High Protein']","['Calm', 'Cozy', 'Comforting']",62.2,74.0,4.8,Concern share professional sound yard industry blue particular perform guy usually must west late place in.
food_000360,Spiced Appetizers,Vietnamese,Juices,Rajasthan,Citrus Season,Cool,medium,246,35.6,28.7,0.0,['egg'],"['High Protein', 'Diabetes-Friendly']","['Sunny', 'Romantic', 'Peaceful']",55.0,84.6,4.5,Chair discussion technology include process investment deal start little we about dream nor share ability.
food_000361,Smoked Fermented,Nordic,Dessertbites,South India,Spring,Snowy,premium,165,12.2,32.9,0.0,[],['Nut-Free'],"['Relaxed', 'Social', 'Adventurous']",87.0,80.8,4.5,Until catch control political reach analysis know article rock.
food_000362,Spiced Dessertbites,British,Main Course,South India,Cold Weather,Windy,medium,125,5.9,10.7,1.3,['gluten'],['Vegetarian'],"['Calm', 'Cozy', 'Sunny']",89.3,77.0,3.7,Lot thing green measure two push sport first day hold spend music avoid dream maintain.
food_000363,Herbed Pasta,Latin American,Soups,Gujarat,Diwali,Cold,high,421,6.5,32.4,25.9,['soy'],"['Nut-Free', 'Dairy-Free']","['Focused', 'Cozy', 'Adventurous']",92.5,94.6,4.2,Song opportunity attorney institution actually drug upon occur must sign fight important stuff away able serious.
food_000364,Sambar Platter,Australian,Dinner,Karnataka,Monsoon,Snowy,premium,818,32.3,34.2,95.2,"['sesame', 'tree nuts', 'egg']","['Paleo', 'Gluten-Free']","['Sunny', 'Comforting', 'Cheerful']",51.0,90.0,3.8,Behavior southern role leave within decade him present.
food_000365,Zesty Seafood,Japanese,Wraps,Sikkim,Ramadan,Seasonal,low,625,22.4,8.4,115.0,['hazelnut'],['High Protein'],"['Comforting', 'Comfort', 'Social']",82.9,58.6,3.7,Trade summer detail worry father someone condition tough at whether high without girl science.
food_000366,Zesty Wraps,Brazilian,Desserts,Himachal Pradesh,Back to School,Snowy,low,328,10.0,8.2,53.5,['celery'],"['Vegetarian', 'Halal', 'Low Sugar']","['Comforting', 'Energized', 'Romantic']",51.2,87.1,4.0,Consumer sea return bit Mr both southern want more source agree conference debate test wife expert why.
food_000367,Fresh Juices,South Indian,Sushi,Telangana,Monsoon,Humid,medium,223,30.4,24.6,0.0,"['nightshades', 'cashew']","['Vegetarian', 'Paleo', 'Vegan']","['Adventurous', 'Energized', 'Sweet']",66.8,67.9,4.0,Edge federal condition management analysis statement their type center voice mention word act focus anything change.
food_000368,Creamy Beverages,Filipino,Sushi,Assam,Diwali,Stormy,premium,358,39.0,18.5,8.9,['celery'],"['Vegan', 'Keto', 'Low Sugar']","['Focused', 'Spicy', 'Relaxed']",51.6,97.1,4.0,Just water story painting music chair cell tax truth Republican site hit media hit land wonder.
food_000369,Herbed Healthy Bowls,Mexican,Salads,Uttar Pradesh,Autumn,Windy,medium,697,31.6,12.1,115.4,[],['Low Sugar'],"['Savory', 'Comfort', 'Nostalgic']",53.6,65.3,4.1,Left board represent artist story provide few degree game social thank address watch prepare enter guess foreign cultural.
food_000370,Roasted Breakfast,Vietnamese,Lunch,Punjab,Navratri,Cloudy,medium,445,30.6,33.6,5.0,"['lupin', 'tree nuts', 'hazelnut']","['Keto', 'Low Sodium', 'Low Sugar']","['Peaceful', 'Romantic', 'Savory']",61.7,76.5,3.0,Leave ahead fine win blue price fall answer later medical long recently likely rich structure full you goal road.
food_000371,Biryani Wrap,Moroccan,Sandwiches,Bengal,Citrus Season,Cloudy,premium,815,8.1,33.7,119.8,"['nightshades', 'tree nuts']","['Dairy-Free', 'Low Sodium']","['Savory', 'Cozy', 'Energized']",83.6,77.2,3.5,Do one tough what hour boy thought then place discover coach store against section visit perform.
food_000372,Fresh Snacks,East Asian,Fermented,Himachal Pradesh,Cold Weather,Cloudy,high,545,13.9,32.7,48.8,"['lupin', 'egg']",['Low Sodium'],"['Motivated', 'Festive', 'Happy']",59.8,61.9,4.5,Remember adult suffer traditional evidence best art middle key key certainly benefit end window reality fish any make our.
food_000373,Citrus Grills,Japanese,Wraps,Northeast India,Monsoon,Breezy,medium,719,38.2,13.4,111.4,"['almond', 'milk']","['Vegan', 'Halal', 'Kosher']","['Calm', 'Spicy', 'Comfort']",71.8,84.3,4.7,Evening commercial know production building left really author thank their gas chair mean especially special stop.
food_000374,Fresh Rice Dishes,Korean,Bread,Bengal,Eid,Breezy,premium,627,36.2,16.5,83.4,"['corn', 'shellfish', 'celery']","['Gluten-Free', 'Low Sodium']","['Cheerful', 'Happy', 'Social']",83.8,58.7,3.2,Who walk back knowledge animal glass thousand measure clearly return enough able.
food_000375,Creamy Seafood,North Indian,Pasta,Delhi,Spring,Cold,premium,298,4.1,30.4,2.0,"['sesame', 'cashew']",['Gluten-Free'],"['Adventurous', 'Relaxed', 'Festive']",81.2,96.0,3.2,Pull hit who billion town read cup after man person contain.
food_000376,Roasted Beverages,Brazilian,Lunch,Bengal,Thanksgiving,Warm,medium,283,15.3,15.0,21.7,['hazelnut'],"['Halal', 'Heart-Healthy']","['Sweet', 'Sunny', 'Comfort']",81.5,75.4,3.2,Mission husband sometimes base center else provide able term necessary.
food_000377,Fresh Desserts,German,Juices,Andhra Pradesh,Winter,Snowy,low,591,34.8,4.4,103.1,[],"['Paleo', 'Nut-Free']","['Motivated', 'Sweet', 'Romantic']",66.5,96.7,3.4,Audience mission she data manager nothing drive space senior card visit rest school view glass building.
food_000378,Tandoori Bowl,American Comfort,Salads,Central India,Warm Weather,Sunny,high,389,36.1,17.8,21.1,"['corn', 'lupin', 'yeast']","['Nut-Free', 'Vegan']","['Focused', 'Motivated', 'Cozy']",82.1,92.3,3.4,Minute hour position from talk social clear TV charge social successful leave become officer.
food_000379,Herbed Plant-based,Mexican,Rice Dishes,Himachal Pradesh,Berry Season,Windy,medium,186,5.4,1.1,38.6,[],"['Heart-Healthy', 'Low Carb', 'Dairy-Free']","['Energized', 'Nostalgic', 'Cozy']",50.5,95.1,3.4,Heavy compare program real president put reflect serve form left article middle pass reason office figure.
food_000380,Spiced Healthy Bowls,Filipino,Sandwiches,Telangana,Citrus Season,Misty,high,309,21.3,9.7,34.1,"['almond', 'fish', 'gluten']","['Vegan', 'Vegetarian']","['Comfort', 'Adventurous', 'Comforting']",61.3,83.3,3.7,World among save gas stage conference that officer respond yet control case physical course foot study foreign buy better.
food_000381,Creamy Juices,North Indian,Plant-based,Jammu & Kashmir,Thanksgiving,Snowy,high,257,17.3,11.5,21.1,['onion'],['Kosher'],"['Festive', 'Spicy', 'Focused']",57.2,61.8,3.4,Job process participant coach account statement back face loss human prevent continue compare.
food_000382,Spiced Juices,British,Curry,Bengal,Warm Weather,Misty,premium,831,7.0,16.2,164.3,['cashew'],['Dairy-Free'],"['Social', 'Spicy', 'Calm']",64.0,82.2,4.5,Source last lay generation reason keep certain face near direction result enjoy billion.
food_000383,Herbed Desserts,Latin American,Snacks,Odisha,Berry Season,Windy,premium,369,12.0,6.7,65.2,['celery'],['Diabetes-Friendly'],"['Comfort', 'Cozy', 'Relaxed']",89.8,58.3,4.9,Huge add election responsibility have stop fall walk play high organization pattern seem great.
food_000384,Golden Lunch,Middle Eastern,Appetizers,Karnataka,Festive,Holiday,low,200,39.1,34.8,0.0,[],['Low Carb'],"['Romantic', 'Social', 'Comfort']",77.5,75.8,4.0,Though push clearly above blue live one dinner day partner candidate seek mission.
food_000385,Paneer Bowl,Healthy Fusion,Dinner,North India,Monsoon,Foggy,high,436,28.9,23.0,28.3,"['onion', 'celery', 'shellfish']","['Low Sodium', 'Keto']","['Festive', 'Sunny', 'Romantic']",87.9,75.1,3.3,Red sea cover return gas exactly degree peace easy establish although history nature light lay summer along clearly interest.
